1,用膳时，她必是身陷在他的臂弯里，他总是仔细小心的为她布菜，嘱咐她多吃点，只差没一口口亲自喂她吃。,用膳时，她必是身陷在他的臂弯里，他总是仔细小心的为她布菜，嘱咐她多吃点，只差一口口亲自喂她吃。
1,是这美人儿对我一见倾心，二见钟情，使出浑身解数，只差没一哭二闹三上吊地要我带她回长安……”“李、仲、翔！,是这美人儿对我一见倾心，二见钟情，使出浑身解数，只差一哭二闹三上吊地要我带她回长安……”“李、仲、翔！
1,面对人群、媒体，培珊羞得只差没一头撞死，“你休想，我不会做你的情妇！,面对人群、媒体，培珊羞得只差一头撞死，“你休想，我不会做你的情妇！
1,我全身瘫软，只差没一屁股跌坐地上不愿起来。,我全身瘫软，只差一屁股跌坐地上不愿起来。
1,”南宫少擎只差没一把拎起老医生的衣领，狠狠的将他狂摇一顿，“我等了快三个小时，你一句话也没说，算什么医生！,”南宫少擎只差一把拎起老医生的衣领，狠狠的将他狂摇一顿，“我等了快三个小时，你一句话也没说，算什么医生！
1,枉费我一片真心真意——”他愈说愈凄惨，就只差没一把自怜的泪水。,枉费我一片真心真意——”他愈说愈凄惨，就只差一把自怜的泪水。
1,”孤辰气得只差没一拳挥过去。,”孤辰气得只差一拳挥过去。
1,“天天过得生不如死，而且还随时会有小妾情妇下毒来杀你，反正就是会横死、惨死、冤死，书中对这种女人多多的浪荡子描述，多半是妻离子散、家破人亡……天呀，好……可……怜……喔……”此时的纪嫣儿已进入了天人合一的假想情境，只差没一掬伤心泪。,“天天过得生不如死，而且还随时会有小妾情妇下毒来杀你，反正就是会横死、惨死、冤死，书中对这种女人多多的浪荡子描述，多半是妻离子散、家破人亡……天呀，好……可……怜……喔……”此时的纪嫣儿已进入了天人合一的假想情境，只差一掬伤心泪。
1,”王晋击掌大笑，满脸的络腮胡只差没一根根竖起来。,”王晋击掌大笑，满脸的络腮胡只差一根根竖起来。
1,左瞧右看看，都觉得很满意后，文静马上冲进客房，摇醒好梦正酣的靳言，只差没一脚把熟睡中的他踢下床去吻地板。,左瞧右看看，都觉得很满意后，文静马上冲进客房，摇醒好梦正酣的靳言，只差一脚把熟睡中的他踢下床去吻地板。
1,宋夫人听见他的答案，只差没一跤摔进花坛里。,宋夫人听见他的答案，只差一跤摔进花坛里。
1,”只差没上医院挂急诊。,”只差上医院挂急诊。
1,」黎蔷还是第一次看到芙苓的威胁成功，她以前一哭二闹，只差没上吊，却从没有成功过。,」黎蔷还是第一次看到芙苓的威胁成功，她以前一哭二闹，只差上吊，却从没有成功过。
1,”这件事单是公司同事们的闲余笑话，虽说她不变与人畅谈流言，但是这件事情实在闹得太大了，竟然还动用救护车，只差没上报而已。,”这件事单是公司同事们的闲余笑话，虽说她不变与人畅谈流言，但是这件事情实在闹得太大了，竟然还动用救护车，只差上报而已。
1,都是张至中那只老狐狸，嘴里直嚷着要送行，他看八成是要确定他有没有上飞机，他只好真的把行李托运到美国，而且连人还进了登机门，只差没上飞机。,都是张至中那只老狐狸，嘴里直嚷着要送行，他看八成是要确定他有没有上飞机，他只好真的把行李托运到美国，而且连人还进了登机门，只差上飞机。
1,终于扬波技胜一筹（情急外加狠心），一脚踹开校花，抢先一步钻进门缝，扣上铁锁，留下对门拳打脚踢的校花，咬牙忍疼，诅咒带哀求催促，只差没下跪。,终于扬波技胜一筹（情急外加狠心），一脚踹开校花，抢先一步钻进门缝，扣上铁锁，留下对门拳打脚踢的校花，咬牙忍疼，诅咒带哀求催促，只差下跪。
1,＂舒美江反过来央求起小何，只差没下跪。,＂舒美江反过来央求起小何，只差下跪。
1,”单行书只差没下跪了。,”单行书只差下跪了。
1,”那名守卫只差没下跪，她对他愈温柔，白狼的脸色就愈深沉。,”那名守卫只差下跪，她对他愈温柔，白狼的脸色就愈深沉。
1,”将儿子当填充娃娃似的搂在怀中，只差没丢在半空中玩了。,”将儿子当填充娃娃似的搂在怀中，只差丢在半空中玩了。
1,”她惊天动地的大叫，只差没两眼一翻的昏倒，因为从小到大，她就是最怕看见“血”这种液体。,”她惊天动地的大叫，只差两眼一翻的昏倒，因为从小到大，她就是最怕看见“血”这种液体。
1,※※※在丁氏企业集团的出面处理下，高氏传播岌岌可危的情势立即做了一百八十度的大逆转，因此，高氏传播上下莫不把丁允辰当成大恩公般膜拜，只差没为他盖一座庙堂，天天上香而已。,※※※在丁氏企业集团的出面处理下，高氏传播岌岌可危的情势立即做了一百八十度的大逆转，因此，高氏传播上下莫不把丁允辰当成大恩公般膜拜，只差为他盖一座庙堂，天天上香而已。
